7,0,1.000074,1.000074028968811,9804360,78429073.97652872,73,1055592,151465,24368,1500,false
7,10.000087,11.000224,1.0001369714736938,5242880,41937295.78679335,12,709520,88151,4592,1500,false
7,1.000074,2.000127,1.00005304813385,3932160,31455611.338519376,524,845632,112035,11443,1500,false
7,11.000224,12.000059,0.9998350143432617,6553600,52437451.42736142,0,666080,92048,5580,1500,false
7,12.000059,13.00007,1.0000109672546387,5242880,41942580.005044885,0,666080,88729,3623,1500,false
7,13.00007,14.000165,1.000095009803772,3932160,31454291.533933576,236,758752,99751,4569,1500,false
7,14.000165,15.00006,0.9998949766159058,6553600,52434306.828345746,457,819568,95467,4777,1500,false
7,15.00006,16.000029,0.9999690055847168,3932160,31458255.03022049,502,796400,122681,7168,1500,false
7,16.000029,17.000046,1.0000170469284058,6553600,52427906.26523543,409,715312,103053,4305,1500,false
7,17.000046,18.000166,1.0001200437545776,5242880,41938005.60434776,484,741376,101411,4743,1500,false
7,18.000166,19.000124,0.9999579787254333,5242880,41944802.57406561,368,750064,106420,8366,1500,false
7,19.000124,20.000083,0.9999589920043945,5242880,41944760.07053664,788,764544,104283,4698,1500,false
7,20.000083,21.000064,0.9999809861183167,5242880,41943837.51516386,439,703728,100838,4005,1500,false
7,2.000127,3.000074,0.9999470114707947,5242880,41945262.61777325,648,779024,113903,9490,1500,false
7,21.000064,22.000248,1.0001840591430664,3932160,31451491.06550632,460,807984,109258,6272,1500,false
7,22.000248,23.000049,0.999800980091095,7864320,62927083.74247409,408,741376,90920,5760,1500,false
7,23.000049,24.000307,1.000257968902588,3932160,31449167.092877746,651,657392,85591,5162,1500,false
7,24.000307,25.00005,0.9997429847717285,5242880,41953822.771336436,537,642912,82821,4624,1500,false
7,25.00005,26.000076,1.000025987625122,5242880,41941950.028325774,408,482184,89687,8109,1500,false
7,26.000076,27.000065,0.9999889731407166,5242880,41943502.50509998,162,750064,85962,3415,1500,false
7,27.000065,28.000038,0.9999729990959167,3932160,31458129.39793451,146,770336,110126,7916,1500,false
7,28.000038,29.000207,1.000169038772583,5242880,41935951.19828234,490,703728,94466,4819,1500,false
7,29.000207,30.000134,0.9999269843101501,3932160,31459577.042720158,92,970160,116822,8484,1500,false
7,30.000134,31.000193,1.0000590085983276,3932160,31455423.859528247,699,920928,117886,4898,1500,false
7,3.000074,4.000017,0.9999430179595947,5242880,41945430.13619484,530,877488,105311,3588,1500,false
7,31.000193,32.00011,0.9999169707298279,5242880,41946522.78917345,612,909344,116956,4703,1500,false
7,32.00011,33.00025,1.0001399517059326,3932160,31452878.116051167,720,920928,108247,8790,1500,false
7,33.00025,34.000064,0.999813973903656,7864320,62926265.92760802,675,915136,116557,4010,1500,false
7,34.000064,35.00019,1.0001260042190552,5242880,41937755.6658484,519,915136,117193,5443,1500,false
7,35.00019,36.000084,0.9998940229415894,6553600,52434356.83889744,555,929616,113747,6556,1500,false
7,36.000084,37.000062,0.9999780058860779,5242880,41943962.52029002,680,935408,108142,11451,1500,false
7,37.000062,38.000088,1.000025987625122,5242880,41941950.028325774,450,758752,89547,5549,1500,false
7,38.000088,39.000109,1.000020980834961,6553600,52427700.023078434,0,735584,90590,7196,1500,false
7,39.000109,40.00014,1.0000309944152832,5242880,41941740.04029149,0,657392,86197,2951,1500,false
7,40.00014,41.000195,1.000054955482483,5242880,41940735.12666543,0,767440,90289,5387,1500,false
7,4.000017,5.000309,1.0002919435501099,5242880,41930798.57380542,609,825360,112979,5446,1500,false
7,41.000195,42.000109,0.9999139904975891,5242880,41946647.81030597,544,776128,103506,6752,1500,false
7,42.000109,43.00006,0.9999510049819946,5242880,41945095.100689694,285,655944,86291,4920,1500,false
7,43.00006,44.000085,1.0000250339508057,5242880,41941990.02628499,72,582096,90271,5403,1500,false
7,44.000085,45.000061,0.9999759793281555,5242880,41944047.52420141,57,611056,88020,4570,1500,false
7,45.000061,46.000063,1.0000020265579224,5242880,41942955.00017226,0,857216,88146,6580,1500,false
7,46.000063,47.000035,0.9999719858169556,3932160,31458161.27468819,486,747168,98578,5410,1500,false
7,47.000035,48.000225,1.000190019607544,5242880,41935071.51416855,242,628432,89459,3600,1500,false
7,48.000225,49.000193,0.9999679923057556,5242880,41944382.54297171,0,616848,87971,3534,1500,false
7,49.000193,50.000064,0.999871015548706,5242880,41948450.6978959,0,584992,90118,7508,1500,false
7,50.000064,51.000182,1.0001180171966553,5242880,41938090.58411619,0,744272,102364,4524,1500,false
7,5.000309,6.000401,1.0000920295715332,5242880,41939180.35520146,572,874592,118320,8252,1500,false
7,51.000182,52.000277,1.000095009803772,5242880,41939055.3785781,239,839840,117639,8655,1500,false
7,52.000277,53.000139,0.999862015247345,5242880,41948828.298696965,653,755856,85654,7790,1500,false
7,53.000139,54.000143,1.0000040531158447,3932160,31457152.50051677,341,724000,101101,5205,1500,false
7,54.000143,55.000406,1.000262975692749,6553600,52415016.12482412,298,851424,101734,8774,1500,false
7,55.000406,56.000066,0.9996600151062012,5242880,41957304.84983346,614,810880,115714,9123,1500,false
7,56.000066,57.000097,1.0000309944152832,6553600,52427175.05036436,334,689248,109401,4600,1500,false
7,57.000097,58.00012,1.0000230073928833,5242880,41942075.02220162,85,724000,114718,6947,1500,false
7,58.00012,59.000136,1.0000159740447998,3932160,31456777.50802683,278,1106272,99773,6156,1500,false
7,59.000136,60.000307,1.0001709461212158,2621440,20967935.6127371,818,1086000,113774,9067,1500,false
7,6.000401,7.000135,0.9997339844703674,6553600,52442750.58607254,421,884728,114279,6633,1500,false
