7 0 1 9,35017 74,7958 73 1030,85 151465 24368 1500 false
7 1 2 3,75 29,9984 524 825,812 112035 11443 1500 false
7 2 3 5 40,0021 648 760,766 113903 9490 1500 false
7 3 4 5 40,0023 530 856,922 105311 3588 1500 false
7 4 5 5 39,9883 609 806,016 112979 5446 1500 false
7 5 6 5 39,9963 572 854,094 118320 8252 1500 false
7 6 7 6,25 50,0133 421 863,992 114279 6633 1500 false
7 7 8 3,75 29,9987 635 811,672 112366 9714 1500 false
7 8 9 7,5 60,0056 578 899,344 103292 6439 1500 false
7 9 10 5 40 671 670,266 88079 6480 1500 false
7 10 11 5 39,9945 12 692,891 88151 4592 1500 false
7 11 12 6,25 50,0083 0 650,469 92048 5580 1500 false
7 12 13 5 39,9996 0 650,469 88729 3623 1500 false
7 13 14 3,75 29,9971 236 740,969 99751 4569 1500 false
7 14 15 6,25 50,0053 457 800,359 95467 4777 1500 false
7 15 16 3,75 30,0009 502 777,734 122681 7168 1500 false
7 16 17 6,25 49,9991 409 698,547 103053 4305 1500 false
7 17 18 5 39,9952 484 724 101411 4743 1500 false
7 18 19 5 40,0017 368 732,484 106420 8366 1500 false
7 19 20 5 40,0016 788 746,625 104283 4698 1500 false
7 20 21 5 40,0008 439 687,234 100838 4005 1500 false
7 21 22 3,75 29,9945 460 789,047 109258 6272 1500 false
7 22 23 7,5 60,0119 408 724 90920 5760 1500 false
7 23 24 3,75 29,9923 651 641,984 85591 5162 1500 false
7 24 25 5 40,0103 537 627,844 82821 4624 1500 false
7 25 26 5 39,999 408 470,883 89687 8109 1500 false
7 26 27 5 40,0004 162 732,484 85962 3415 1500 false
7 27 28 3,75 30,0008 146 752,281 110126 7916 1500 false
7 28 29 5 39,9932 490 687,234 94466 4819 1500 false
7 29 30 3,75 30,0022 92 947,422 116822 8484 1500 false
7 30 31 3,75 29,9982 699 899,344 117886 4898 1500 false
7 31 32 5 40,0033 612 888,031 116956 4703 1500 false
7 32 33 3,75 29,9958 720 899,344 108247 8790 1500 false
7 33 34 7,5 60,0112 675 893,688 116557 4010 1500 false
7 34 35 5 39,995 519 893,688 117193 5443 1500 false
7 35 36 6,25 50,0053 555 907,828 113747 6556 1500 false
7 36 37 5 40,0009 680 913,484 108142 11451 1500 false
7 37 38 5 39,999 450 740,969 89547 5549 1500 false
7 38 39 6,25 49,999 0 718,344 90590 7196 1500 false
7 39 40 5 39,9988 0 641,984 86197 2951 1500 false
7 40 41 5 39,9978 0 749,453 90289 5387 1500 false
7 41 42 5 40,0034 544 757,938 103506 6752 1500 false
7 42 43 5 40,002 285 640,57 86291 4920 1500 false
7 43 44 5 39,999 72 568,453 90271 5403 1500 false
7 44 45 5 40,001 57 596,734 88020 4570 1500 false
7 45 46 5 39,9999 0 837,125 88146 6580 1500 false
7 46 47 3,75 30,0008 486 729,656 98578 5410 1500 false
7 47 48 5 39,9924 242 613,703 89459 3600 1500 false
7 48 49 5 40,0013 0 602,391 87971 3534 1500 false
7 49 50 5 40,0052 0 571,281 90118 7508 1500 false
7 50 51 5 39,9953 0 726,828 102364 4524 1500 false
7 51 52 5 39,9962 239 820,156 117639 8655 1500 false
7 52 53 5 40,0055 653 738,141 85654 7790 1500 false
7 53 54 3,75 29,9999 341 707,031 101101 5205 1500 false
7 54 55 6,25 49,9869 298 831,469 101734 8774 1500 false
7 55 56 5 40,0136 614 791,875 115714 9123 1500 false
7 56 57 6,25 49,9985 334 673,094 109401 4600 1500 false
7 57 58 5 39,9991 85 707,031 114718 6947 1500 false
7 58 59 3,75 29,9995 278 1080,34 99773 6156 1500 false
7 59 60 2,5 19,9966 818 1060,55 113774 9067 1500 false
