0.000000 0 0
0.100000 0 0
0.200000 0 0
0.300000 0 0
0.400000 0 0
0.500000 0 0
0.600000 0 0
0.700000 0 0
0.800000 0 0
0.900000 0 0
1.000000 0 0
1.100000 0 0
1.200000 0 0
1.300000 0 0
1.400000 18 0
1.500000 301 0
1.600000 789 13
1.700000 988 46
1.800000 1078 68
1.900000 781 68
2.000000 492 53
2.100000 245 12
2.200000 116 8
2.300000 24 14
2.400000 58 14
2.500000 40 4
2.600000 20 3
2.700000 500 16
2.800000 441 8
2.900000 139 0
3.000000 59 1
3.100000 51 0
3.200000 27 1
3.300000 12 0
3.400000 0 0
3.500000 0 0
3.600000 0 0
3.700000 0 0
3.800000 0 0
3.900000 0 0
4.000000 0 0
4.100000 0 0
4.200000 0 0
4.300000 0 0
4.400000 0 0
4.500000 0 0
4.600000 0 0
4.700000 0 0
4.800000 0 0
4.900000 0 0
5.000000 0 0
5.100000 0 0
5.200000 0 0
5.300000 0 0
5.400000 0 0
5.500000 0 0
5.600000 0 0
5.700000 0 0
5.800000 0 0
5.900000 0 0
6.000000 0 0
6.100000 0 0
6.200000 0 0
6.300000 0 0
6.400000 0 0
6.500000 0 0
6.600000 0 0
6.700000 0 0
6.800000 0 0
6.900000 0 0
7.000000 0 0
7.100000 0 0
7.200000 0 0
7.300000 0 0
7.400000 0 0
7.500000 0 0
7.600000 0 0
7.700000 0 0
7.800000 0 0
7.900000 0 0
8.000000 0 0
8.100000 0 0
8.200000 0 0
8.300000 0 0
8.400000 0 0
8.500000 0 0
8.600000 0 0
8.700000 0 0
8.800000 0 0
8.900000 0 0
9.000000 0 0
9.100000 0 0
9.200000 0 0
9.300000 0 0
9.400000 0 0
9.500000 0 0
9.600000 0 0
9.700000 0 0
9.800000 0 0
9.900000 0 0
10.000000 0 0
10.100000 0 0
10.200000 0 0
10.300000 0 0
10.400000 0 0
10.500000 0 0
10.600000 0 0
10.700000 0 0
10.800000 0 0
10.900000 0 0
11.000000 0 0
11.100000 0 0
11.200000 0 0
