7 0 1 5,83439 46,666 36 537,344 97462 4875 1500 false
7 1 2 5,46844 43,7457 4 544,414 101446 4476 1500 false
7 2 3 5,77915 46,233 0 552,898 100863 3923 1500 false
7 3 4 6,77341 54,1967 0 561,383 107111 11717 1500 false
7 4 5 5,59273 44,742 0 568,453 100148 5515 1500 false
7 5 6 5,90343 47,2273 0 582,594 101925 5787 1500 false
7 6 7 6,02772 48,2216 0 617,945 107435 4089 1500 false
7 7 8 4,98566 39,8811 0 670,266 115420 3482 1500 false
7 8 9 6,25 50,0018 0 742,383 126657 6231 1500 false
7 9 10 6,25 50,0042 0 838,539 140793 3772 1500 false
7 10 11 6,25 49,9991 0 960,148 164983 5803 1500 false
7 11 12 5 39,9977 24 743,797 146928 4665 1500 false
7 12 13 6,25 49,9973 33 554,312 99131 6011 1500 false
7 13 14 6,25 50,005 0 591,078 106901 4822 1500 false
7 14 15 5 39,9946 0 615,117 107086 7247 1500 false
7 15 16 6,25 50,0055 0 627,844 110574 5958 1500 false
7 16 17 5 39,9949 0 632,086 115680 5283 1500 false
7 17 18 5 39,9984 60 159,789 57218 4507 1500 false
7 18 19 2,5 20,0029 0 175,344 61209 4725 1500 false
7 19 20 3,75 29,9991 0 182,414 60083 2591 1500 false
7 20 21 3,75 30,0027 0 195,141 59598 3035 1500 false
7 21 22 2,5 19,9959 0 209,281 59221 7250 1500 false
7 22 23 3,75 29,9979 0 222,008 57761 8009 1500 false
7 23 24 5 40,0095 0 236,148 60857 5333 1500 false
7 24 25 3,75 29,9963 0 250,289 60023 4436 1500 false
7 25 26 5 40,0057 0 263,016 63134 6781 1500 false
7 26 27 3,75 29,9942 0 277,156 58845 5335 1500 false
7 27 28 6,25 50,0109 0 333,719 63181 5590 1500 false
7 28 29 5 39,9997 5 278,57 57884 4574 1500 false
7 29 30 3,75 29,9985 4 219,18 58097 6887 1500 false
7 30 31 3,75 29,9977 0 233,32 59050 4022 1500 false
7 31 32 3,75 30,0011 0 240,391 64639 1964 1500 false
7 32 33 5 40,0018 0 248,875 64293 8713 1500 false
7 33 34 3,75 29,9947 0 263,016 60551 7075 1500 false
7 34 35 3,75 30,0061 13 142,82 57259 3554 1500 false
7 35 36 2,5 19,9998 0 154,133 58727 2305 1500 false
7 36 37 2,5 19,9979 0 165,445 60319 3433 1500 false
7 37 38 2,5 19,9962 0 178,172 61811 4055 1500 false
7 38 39 2,5 19,9977 8 145,648 59391 5045 1500 false
7 39 40 3,75 30,0135 0 166,859 59138 5438 1500 false
7 40 41 2,5 19,9963 0 176,758 58730 5089 1500 false
7 41 42 3,75 30,0056 0 181 60758 5118 1500 false
7 42 43 2,5 19,9961 0 188,07 61657 3273 1500 false
7 43 44 3,75 30,0023 0 200,797 58818 6327 1500 false
7 44 45 3,75 30,001 0 214,938 59573 6623 1500 false
7 45 46 3,75 29,999 0 229,078 59761 1948 1500 false
7 46 47 3,75 29,9967 0 241,805 59204 3890 1500 false
7 47 48 5 40,0064 0 255,945 58904 5661 1500 false
7 48 49 5 40,0018 0 302,609 55550 4829 1500 false
7 49 50 5 39,9958 0 373,312 64965 4214 1500 false
7 50 51 6,25 50,0043 0 468,055 84554 6147 1500 false
7 51 52 5 39,9962 0 586,836 101972 5194 1500 false
7 52 53 6,25 50,0045 0 735,312 122243 5975 1500 false
7 53 54 5 39,9948 0 916,312 152905 6936 1500 false
7 54 55 6,25 50,005 0 1128,42 188474 5841 1500 false
7 55 56 5 39,995 154 271,5 70793 10058 1500 false
7 56 57 5 40,0076 17 210,695 62505 3793 1500 false
7 57 58 3,75 29,999 0 223,422 59075 3470 1500 false
7 58 59 3,75 29,9996 0 230,492 58819 7276 1500 false
7 59 60 3,75 30,0003 18 173,93 60669 3996 1500 false
