7 0 1 10,1237 80,9782 890 787,633 66461 9420 1500 false
7 1 2 6,25 50,0042 155 408,664 74124 3432 1500 false
7 2 3 5 39,9968 0 428,461 77981 6510 1500 false
7 3 4 5 39,9988 31 230,492 62001 5047 1500 false
7 4 5 3,75 29,9972 0 255,945 59231 2717 1500 false
7 5 6 5 40,0034 0 279,984 60333 4710 1500 false
7 6 7 5 39,9995 6 304,023 62633 5877 1500 false
7 7 8 6,25 50,0064 0 329,477 61466 3674 1500 false
7 8 9 5 39,9968 2 352,102 66042 6390 1500 false
7 9 10 6,25 50,0035 0 374,727 69940 4539 1500 false
7 10 11 5 39,9955 0 395,938 73896 5827 1500 false
7 11 12 6,25 50,0054 0 417,148 74321 6035 1500 false
7 12 13 3,75 29,9973 23 227,664 58787 3102 1500 false
7 13 14 2,5 20,001 40 14,1406 63932 9267 1500 false
7 14 15 0 0 0 38,1797 57967 4979 1500 false
7 15 16 1,25 10,0057 0 63,6328 58909 6296 1500 false
7 16 17 1,25 10,0009 0 87,6719 59901 5990 1500 false
7 17 18 1,25 9,99782 0 113,125 61653 4403 1500 false
7 18 19 2,5 20,0078 0 138,578 58320 6475 1500 false
7 19 20 2,5 19,9963 0 164,031 60776 4747 1500 false
7 20 21 3,75 30,0074 0 189,484 59720 6259 1500 false
7 21 22 2,5 19,994 0 214,938 59268 4909 1500 false
7 22 23 5 40,0116 0 240,391 60474 4381 1500 false
7 23 24 3,75 29,9958 3 264,43 59091 5619 1500 false
7 24 25 5 40,0024 0 289,883 63471 5284 1500 false
7 25 26 5 39,9985 0 313,922 60785 3427 1500 false
7 26 27 6,25 50,006 0 339,375 61205 3147 1500 false
7 27 28 5 39,9962 0 362 65910 3921 1500 false
7 28 29 6,25 50,0051 0 384,625 68413 6587 1500 false
7 29 30 5 39,9943 0 405,836 74674 8387 1500 false
7 30 31 6,25 50,005 0 425,633 79025 8567 1500 false
7 31 32 5 39,9951 0 444,016 76439 3443 1500 false
7 32 33 3,75 30,0028 38 125,852 64013 7509 1500 false
7 33 34 2,5 20,0008 0 151,305 58672 2468 1500 false
7 34 35 2,5 19,9973 0 178,172 56199 4488 1500 false
7 35 36 3,75 30,0045 0 202,211 60148 3985 1500 false
7 36 37 3,75 30 0 227,664 60136 4662 1500 false
7 37 38 2,5 19,9981 65 65,0469 65052 2131 1500 false
7 38 39 1,25 9,99985 0 89,0859 60481 8248 1500 false
7 39 40 1,25 9,99762 0 114,539 59787 6700 1500 false
7 40 41 2,5 20,0037 0 139,992 58365 4628 1500 false
7 41 42 2,5 19,9996 0 165,445 63484 6411 1500 false
7 42 43 3,75 30,0009 0 190,898 61447 4491 1500 false
7 43 44 2,5 20,0033 2 113,125 62406 5931 1500 false
7 44 45 1,25 9,9962 0 138,578 58822 2820 1500 false
7 45 46 2,5 20,0001 0 164,031 57830 2997 1500 false
7 46 47 3,75 30,008 0 188,07 59798 5906 1500 false
7 47 48 3,75 30,002 0 213,523 59287 3631 1500 false
7 48 49 3,75 29,9988 0 238,977 57016 6333 1500 false
7 49 50 5 40,0035 0 264,43 59489 6322 1500 false
7 50 51 3,75 29,9942 0 291,297 60615 5993 1500 false
7 51 52 6,25 50,0095 0 315,336 60684 4793 1500 false
7 52 53 5 39,9965 0 340,789 62313 7750 1500 false
7 53 54 6,25 50,0043 0 363,414 64562 4271 1500 false
7 54 55 5 39,9958 0 386,039 70313 4676 1500 false
7 55 56 6,25 50,005 0 405,836 77421 6999 1500 false
7 56 57 5 39,9991 0 425,633 81939 4037 1500 false
7 57 58 5 39,9981 34 231,906 60244 5573 1500 false
7 58 59 3,75 29,9963 0 257,359 58085 3571 1500 false
7 59 60 5 40,0025 0 282,812 62210 5192 1500 false
